ï»¿Locality,References,log fO2 (dFMQ),log fO2 (dFMQ)_1std,Analysis,Method,Remarks 1,U-Pb Age,Ti-in-zirc Temp C,P,Ti,Y,Nb,Hf,Th,U,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,log fO2 (dFMQ).1,log fO2 (dFMQ)_1std.1,Th/U
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-18-19,ArF LA-ICPMS,,1889.6,788.4203566,5.966146739123692,2.451005098112319,7.1929342212158,0.7227059828014898,9.192176401348512,4.927253685157205,4.700480365792417,-4.422848629194137,3.2846635654062037,-1.2946271725940668,1.5260563034950492,1.9878743481543455,0.34358970439007686,3.502549875922443,2.2823823856765264,4.703203926259457,3.751854253275325,5.313205979041787,3.7232808808312687,5.921578419643816,4.309455941839047,1.24,0.01,1.2545454545454546
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-18-20,ArF LA-ICPMS,,1885.9,736.621145,6.016157159698354,1.916922612182061,7.122866658599083,1.2237754316221157,9.287301413112312,5.075173815233827,5.043425116919247,-6.437751649736401,3.391147045808654,-1.8904754421672127,1.2237754316221157,1.667706820558076,-0.342490308946776,3.2347491740244907,2.1041341542702074,4.624972813284271,3.629660094453965,5.236441962829949,3.696351468952637,5.902633333401366,4.393213824064446,1.24,0.01,1.032258064516129
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-18-22,ArF LA-ICPMS,,1883.4,731.0590398,5.991464547107982,1.8562979903656263,8.029432840581244,1.5686159179138452,9.093806555720231,6.536691597591305,5.953243334287785,-1.6245515502441485,4.465908118654584,0.11332868530700327,2.70805020110221,3.258096538021482,1.6808279085207734,4.5217885770490405,3.3032169733019514,5.662960480135946,4.624972813284271,6.1463292576688975,4.543294782270004,6.7226297948554485,5.198497031265826,1.24,0.01,1.7922077922077921
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-18-24,ArF LA-ICPMS,,1898.2,707.2691538,6.016157159698354,1.589235205116581,7.426549072397305,1.5686159179138452,9.332558004700433,5.799092654460526,5.662960480135946,-0.8209805520698302,3.8815637979434374,-1.3470736479666092,1.3862943611198906,1.8562979903656263,0.30010459245033816,3.5322256440685598,2.3608540011180215,4.897839799950911,3.9160150266976834,5.60947179518496,4.041295341132285,6.2324480165505225,4.6913478822291435,1.24,0.01,1.1458333333333333
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-18O-3,ArF LA-ICPMS,,1943.8,758.7612509,6.461468176353717,2.151762203259462,6.725033642166843,1.1314021114911006,9.170559501964338,4.75960653929251,4.8283137373023015,-2.9374633654300153,3.246490991901174,-2.2537949288246137,0.44468582126144574,1.1631508098056809,-0.040821994520255166,2.797281334830153,1.791759469228055,4.247065649239764,3.186352633162641,4.852030263919617,3.332204510175204,5.645446897643238,4.115779842942166,1.24,0.01,0.9336
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-18O-10,ArF LA-ICPMS,,1915.5,762.075431,5.3706380281276624,2.186051276738094,7.352441100243583,0.9745596399981308,9.031213706078747,5.552959584921617,5.181783550292085,-1.9449106487222299,3.6913763343125234,-0.6971552019574841,1.8870696490323797,2.424802725718295,0.6678293725756554,3.7013019741124933,2.5726122302071057,4.941642422609304,3.903990833730882,5.393627546352362,3.858622228701031,5.988961416889864,4.409155302062135,1.24,0.01,1.449438202247191
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-29_1,ArF LA-ICPMS,,1888,809.4494221,6.327936783729195,2.653241964607215,7.064759027791802,1.252762968495368,9.073374516903025,4.812184355372417,4.804021044733257,-1.7719568419318752,3.4995332823830174,-1.783791299578878,0.9439058989071284,1.410986973710262,0.36464311358790924,3.3178157727231046,2.0412203288596382,4.624972813284271,3.6838669122903918,5.236441962829949,3.634951112088381,5.84354441703136,4.2456340097683265,1.24,0.01,1.0081967213114753
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-29_3,ArF LA-ICPMS,,1895.2,748.2199233,4.700480365792417,2.0412203288596382,7.2078598714324755,1.0296194171811581,9.287301413112312,5.204006687076795,5.117993812416755,-5.521460917862246,3.6686767467964168,-2.1803674602697964,0.8329091229351039,1.1939224684724346,0.43178241642553783,3.1570004211501135,2.151762203259462,4.718498871295094,3.832979798087693,5.3612921657094255,3.7256934272366524,6.0112671744041615,4.343805421853684,1.24,0.01,1.089820359281437
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-29_4,ArF LA-ICPMS,,1897,714.1416246,5.886104031450156,1.667706820558076,7.2078598714324755,1.1151415906193203,9.341368634382587,5.214935757608986,5.1647859739235145,-1.6094379124341003,3.629660094453965,-2.364460496712133,0.35065687161316933,1.5686159179138452,0.08617769624105241,3.3978584803966405,2.322387720290225,4.727387818712341,3.763522997109702,5.389071729816501,3.8308129500026027,5.924255797414532,4.430816798843313,1.24,0.01,1.0514285714285714
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-29_6,ArF LA-ICPMS,,1861.7,645.6274989,6.709304340258298,0.8329091229351039,6.927557906278317,1.33500106673234,9.367344120785848,5.187385805840755,5.384495062789089,-2.162823150618887,3.756538102587751,-1.9805015938249322,0.29266961396282004,1.0296194171811581,-0.3285040669720361,2.91235066461494,1.9315214116032138,4.454347296253507,3.563882963939251,5.181783550292085,3.5610460826040513,5.849324779946859,4.300002799195291,1.24,0.01,0.8211009174311926
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-29_8,ArF LA-ICPMS,,1890.3,598.4869314,5.703782474656201,0.1823215567939546,7.222566018822171,1.6486586255873816,9.51044496442652,5.68697535633982,5.8522024797744745,-3.2188758248682006,3.8649313978942956,-1.9173226922034008,0.9122827104766164,1.62924053973028,-0.2231435513142097,3.339321977944068,2.163323025660538,4.7535901911063645,3.845883202923601,5.442417710521793,3.858622228701031,6.040254711277414,4.543294782270004,1.24,0.01,0.8477011494252874
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-29_12,ArF LA-ICPMS,,1932.7,744.4827034,6.345636360828596,2.0014800002101243,7.630461261783627,1.5040773967762742,9.210340371976184,6.12029741895095,5.66988092298052,-2.5383074265151158,4.30406509320417,-1.0106014113453965,1.62924053973028,2.517696472610991,0.9162907318741551,3.970291913552122,2.7788192719904172,5.298317366548036,4.290459441148391,5.793013608384144,4.1588830833596715,6.327936783729195,4.663439094112067,1.24,0.01,1.5689655172413792
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-29_13,ArF LA-ICPMS,,1873.5,812.4032653,6.396929655216146,2.681021528714291,7.539027055823995,1.0715836162801904,9.230142999272362,5.556828061699537,5.351858133476067,-5.132802928070463,3.7376696182833684,-1.3509272172825992,1.547562508716013,2.272125885509337,0.3148107398400336,3.7612001156935624,2.6602595372658615,5.117993812416755,4.1666652238017265,5.680172609017068,4.0809215418899605,6.269096283706261,4.663439094112067,1.24,0.01,1.2274881516587677
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-29_14,ArF LA-ICPMS,,1869.6,707.2691538,6.152732694704104,1.589235205116581,7.154615356913663,1.6863989535702288,9.358760377094455,5.44673737166631,5.545177444479562,-2.006571005085843,3.8022081394209395,-2.488914671185539,0.47000362924573563,1.4586150226995167,-0.7765287894989963,3.3214324131932926,2.186051276738094,4.795790545596741,3.832979798087693,5.41610040220442,3.8815637979434374,6.077642243349034,4.475061500641071,1.24,0.01,0.90625
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-29_15,ArF LA-ICPMS,,1873.3,774.4869492,5.886104031450156,2.312535423847214,6.652863029353347,1.324418957401803,9.249561085129464,4.912654885736052,5.10594547390058,-4.268697949366879,3.490428515390098,-2.7181005369557116,-1.1086626245216111,0.8960880245566357,-0.7550225842780328,2.5257286443082556,1.6695918352538475,4.203198967134183,3.295836866004329,4.919980925828125,3.353406717825807,5.552959584921617,3.9982007016691985,1.24,0.01,0.8242424242424242
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-29_17,ArF LA-ICPMS,,1877.8,800.1669598,6.1092475827643655,2.5649493574615367,7.306531398939505,0.9932517730102834,9.047821442478408,5.220355825078324,5.123963979403259,-4.605170185988091,3.2733640101522705,-1.2694006096483912,1.220829921392359,2.0918640616783932,0.5538851132264376,3.5263605246161616,2.4336133554004498,4.852030263919617,3.8979240810486444,5.438079308923196,3.828641396489095,6.0014148779611505,4.420044701861403,1.24,0.01,1.1011904761904763
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-29_18,ArF LA-ICPMS,,1898,755.3516732,5.598421958998375,2.1162555148025524,6.877296071497429,1.1314021114911006,9.350102314351341,5.0238805208462765,5.19295685089021,-4.074541934925921,3.594568774642695,-2.8302178350764176,0.5187937934151675,1.4816045409242156,-0.40047756659712525,2.747270914255491,1.7749523509116738,4.465908118654584,3.40452517175483,5.147494476813453,3.505557396986398,5.726847747587197,4.23410650459726,1.24,0.01,0.8444444444444444
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-29_21,ArF LA-ICPMS,,1878.4,681.1701228,5.560681631015528,1.2809338454620642,6.881411303642535,1.5107219394949427,9.316500567804573,5.3230099791384085,5.517452896464707,-2.0952856278659833,3.8264651170664994,-2.9187712324178627,0.11332868530700327,1.3862943611198906,-0.579818495252942,2.8622008809294686,1.916922612182061,4.401829261970061,3.462606009790799,5.056245805348308,3.5610460826040513,5.814130531825066,4.209160236650682,1.24,0.01,0.8232931726907631
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-29O-1,ArF LA-ICPMS,,1879.1,720.6004673,5.564520407322694,1.7404661748405046,6.7661917146603505,1.667706820558076,9.314700387300425,5.1065513509260825,5.303304908059076,-0.9675840262617056,3.6584202466292277,-1.6296406197516198,0.5822156198526637,1.252762968495368,-0.6348782724359695,2.772588722239781,1.6863989535702288,4.248495242049359,3.3603753871419,4.990432586778736,3.407841924380824,5.676753802268282,4.079230924412053,1.24,0.01,0.8213930348258707
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-29O-2,ArF LA-ICPMS,,1891.3,678.8544537,6.016157159698354,1.252762968495368,7.170119543449628,1.589235205116581,9.367344120785848,5.488937726156687,5.5053315359323625,-5.2030071867437115,3.6838669122903918,-1.973281345851445,0.9162907318741551,1.667706820558076,0.29266961396282004,3.261935314328648,2.2512917986064953,4.709530201312334,3.7796338173824005,5.3981627015177525,3.8607297110405954,6.061456918928017,4.48863636973214,1.24,0.01,0.983739837398374
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-29O-4,ArF LA-ICPMS,,1868.9,736.621145,5.736572297479192,1.916922612182061,6.877296071497429,1.7404661748405046,9.350102314351341,5.214935757608986,5.375278407684165,-5.8781358618009785,3.7773481021015445,-4.017383521085972,-0.7133498878774648,1.1631508098056809,-1.2039728043259361,2.9856819377004897,1.8196988379172965,4.394449154672439,3.493472657771326,5.087596335232384,3.5524868292083815,5.7745515455444085,4.204692619390966,1.24,0.01,0.8518518518518519
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-29O-8,ArF LA-ICPMS,,1925,788.4203566,5.634789603169249,2.451005098112319,6.873163834212518,0.7747271675523681,9.116029692504942,4.932313327320786,4.824305715904762,-4.853631545286591,3.370738174177447,-2.0955709236097197,0.44468582126144574,1.5260563034950492,-0.11653381625595151,2.9652730660692823,2.0541237336955462,4.454347296253507,3.493472657771326,5.099866427824199,3.535145354171894,5.736572297479192,4.087655574071304,1.24,0.01,1.1140562248995982
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-29O-10,ArF LA-ICPMS,,1920.5,756.4991821,5.521460917862246,2.128231705849268,7.01571242048723,0.9282193027394288,9.071078304642676,5.459585514144159,5.225746673713202,-2.2537949288246137,3.414442608412176,-1.4146938356415886,1.0986122886681098,1.667706820558076,0.4637340162321402,3.091042453358316,2.066862759472976,4.553876891600541,3.594568774642695,5.2832037287379885,3.735285826928092,6.075346031088684,4.55597994179732,1.24,0.01,1.2634408602150538
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-30-1,ArF LA-ICPMS,,1876.7,797.5345185,5.966146739123692,2.8273136219290276,7.01211529430638,0.7371640659767196,9.23600811872476,4.7104306966455844,4.72384171570559,-4.422848629194137,3.091042453358316,-2.111964733385396,0.7884573603642703,1.252762968495368,-0.07257069283483537,3.1484533605716547,1.986503546020567,4.502029427068578,3.529297384289471,5.19295685089021,3.6136169696133895,5.872117789475416,4.350277936359301,1.24,0.01,0.9866785079928952
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-30-3,ArF LA-ICPMS,,1890.5,721.7698409,6.173786103901937,2.0412203288596382,7.170119543449628,1.3217558399823195,9.375854810453756,5.384495062789089,5.556828061699537,-5.381698975487088,3.5553480614894135,-2.7646205525906042,0.3148107398400336,0.9321640810304452,-0.2231435513142097,3.131136910560194,2.0412203288596382,4.613138355637268,3.716008121502189,5.389071729816501,3.9080149840306073,6.18826412308259,4.617098756853365,1.24,0.01,0.8416988416988417
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-30-4,ArF LA-ICPMS,,1884.2,781.183887,6.0867747269123065,2.667228206581955,7.194436851100335,1.128171090909654,9.159047077588632,4.980176086611547,5.123963979403259,-4.866534950122499,3.295836866004329,-2.322787800311565,0.8153648132841944,1.62924053973028,0.26236426446749106,3.202746442938317,2.163323025660538,4.661550519424199,3.7471483622379123,5.384495062789089,3.8607297110405954,6.068425588244111,4.563305981889393,1.24,0.01,0.8660714285714286
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-30-5,ArF LA-ICPMS,,1897.6,749.4392826,6.937314081223682,2.341805806147327,6.93537044601511,0.5007752879124892,9.400960731584833,5.375278407684165,5.135798437050262,-4.3428059215206005,3.4965075614664802,-1.8971199848858813,1.2499017362143359,1.9878743481543455,0.1906203596086497,3.4011973816621555,2.167910189667444,4.585987366571318,3.5496173867804286,5.0689042022202315,3.4011973816621555,5.666426688112432,4.027135812528651,1.24,0.01,1.2705882352941176
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-30-8,ArF LA-ICPMS,,1870.7,729.6241928,6.234410725718371,2.128231705849268,7.1929342212158,1.2412685890696329,9.358760377094455,5.68697535633982,5.579729825986222,-5.626821433520073,3.784189633918261,-2.563949857128453,0.7514160886839212,1.5686159179138452,0.1570037488096647,3.186352633162641,2.151762203259462,4.672828834461906,3.8022081394209395,5.438079308923196,3.92395157629342,6.161207321695077,4.607168188650764,1.24,0.01,1.1132075471698113
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-30-9,ArF LA-ICPMS,,1883,763.9669844,5.641907070938114,2.4932054526026954,7.352441100243583,0.9400072584914712,9.20029003612268,5.318119993844216,5.0106352940962555,-4.55638002181866,3.414442608412176,-1.5278579254416775,1.572773928062509,1.9671123567059163,0.7419373447293773,3.6216707044204863,2.4159137783010487,5.003946305945459,3.9926809084456005,5.545177444479562,3.9889840465642745,6.154858094016418,4.574710978503383,1.24,0.01,1.36
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-30-10,ArF LA-ICPMS,,1886.4,802.3533045,5.768320995793772,2.8735646395797834,7.346010209913293,0.8754687373538999,9.236982302922604,5.247024072160486,4.900820428089049,-4.422848629194137,3.3568971227655755,-1.1086626245216111,1.547562508716013,1.9021075263969205,0.7323678937132266,3.6027767550605247,2.4336133554004498,4.941642422609304,3.9080149840306073,5.517452896464707,3.9259259105971376,6.075346031088684,4.511957804265912,1.24,0.01,1.413690476190476
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-30-11,ArF LA-ICPMS,,1881.8,767.9226013,6.0867747269123065,2.533696813957432,7.246368080102461,0.8241754429663494,9.195226734166134,5.21275947818639,4.935911747900319,-4.8283137373023015,3.2846635654062037,-1.5005835075220182,1.0681530811834012,1.824549292051046,0.34358970439007686,3.3568971227655755,2.2823823856765264,4.812184355372417,3.8649313978942956,5.424950017481403,3.7727609380946383,6.021023349349527,4.440295542797857,1.24,0.01,1.3189655172413794
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-30-12,ArF LA-ICPMS,,1889.9,759.0409922,5.8289456176102075,2.4423470353692043,7.182352111885263,0.6418538861723947,9.219300113347655,5.153291594497779,4.875197323201151,-3.816712825623821,3.292126286607793,-1.5945492999403497,1.4586150226995167,1.9878743481543455,0.41871033485818504,3.391147045808654,2.2407096892759584,4.852030263919617,3.8607297110405954,5.43372200355424,3.8522730010223722,6.0330862217988015,4.480740107609915,1.24,0.01,1.3206106870229009
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-30-13,ArF LA-ICPMS,,1878.8,802.943244,5.886104031450156,2.8791984572980396,7.3395376954076745,1.308332819650179,9.072227069846548,5.4638318050256105,5.181783550292085,-3.7722610630529876,3.4531571205928664,-1.7037485919053417,1.144222799920162,1.6486586255873816,0.6418538861723947,3.462606009790799,2.411439497906128,4.8283137373023015,3.901972669574645,5.484796933490655,3.912023005428146,6.173786103901937,4.592084946439436,1.24,0.01,1.3258426966292134
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-30-14,ArF LA-ICPMS,,1871.5,761.5294385,6.052089168924417,2.468099531471619,7.114769448366463,0.9321640810304452,9.140990293841389,4.882801922586371,5.0238805208462765,-2.7694940794157463,3.2771447329921766,-2.333044300478754,0.7654678421395714,1.5686159179138452,0.009950330853168092,2.995732273553991,2.0918640616783932,4.578826210648489,3.6838669122903918,5.2832037287379885,3.7864597824528,6.056784013228625,4.520701029361642,1.24,0.01,0.868421052631579
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-30-15,ArF LA-ICPMS,,1883.1,797.5345185,5.703782474656201,2.8273136219290276,7.114769448366463,0.8241754429663494,9.225228984469933,5.170483995038151,4.912654885736052,-4.074541934925921,3.32862668882732,-1.7544636844843582,0.9932517730102834,1.6331544390514163,0.12221763272424911,3.265759410767051,2.128231705849268,4.624972813284271,3.7184382563554808,5.342334251964811,3.686376323895818,5.918893854273146,4.3694478524670215,1.24,0.01,1.2941176470588236
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-30-16,ArF LA-ICPMS,,1888.3,770.9963675,6.063785208687608,2.5649493574615367,7.352441100243583,0.8329091229351039,9.249561085129464,5.58724865840025,5.231108616854587,-5.099466507802871,3.586292865338835,-1.3823023398503531,1.410986973710262,2.028148247292285,0.6151856390902335,3.5380565643793527,2.4069451083182885,4.941642422609304,3.927896354584436,5.572154032177765,3.9160150266976834,6.124683390894205,4.565389315976247,1.24,0.01,1.427807486631016
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-30-17,ArF LA-ICPMS,,1872.2,768.6983844,6.244166900663736,2.5416019934645457,7.04141166379481,0.8064758658669485,9.195226734166134,4.897839799950911,4.882801922586371,-4.879607031689852,3.3250360206965914,-2.2537949288246137,0.16551443847757333,1.3376291891386096,-0.040821994520255166,3.126760535960395,2.0476928433652555,4.564348191467836,3.6375861597263857,5.247024072160486,3.66612246699132,5.950642552587727,4.370712874773608,1.24,0.01,1.0151515151515151
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-30-18,ArF LA-ICPMS,,1877,769.4692264,5.472270673671475,2.5494451709255714,7.539027055823995,0.4252677354043441,9.231122911158712,5.501258210544727,4.980863135762585,-4.448166437178426,3.4688560301359703,-1.0613165039244128,1.5686159179138452,2.2300144001592104,0.8754687373538999,3.8501476017100584,2.6878474937846906,5.147494476813453,4.11251186617755,5.662960480135946,4.070734696582967,6.253828811575473,4.61512051684126,1.24,0.01,1.6826923076923077
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-30-19,ArF LA-ICPMS,,1894,714.5568257,6.476972362889683,1.9600947840472698,7.383989457978509,1.269760544863939,9.296518068217235,5.680172609017068,5.4638318050256105,-3.036554268074246,3.6189933266497696,-1.7372712839439852,1.0986122886681098,1.7047480922384253,0.20701416938432612,3.5496173867804286,2.312535423847214,4.890349128221754,3.9889840465642745,5.564520407322694,4.055257173514054,6.2766434893416445,4.6913478822291435,1.24,0.01,1.2415254237288136
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-30-21,ArF LA-ICPMS,,1870.8,759.0409922,5.996452088619021,2.4423470353692043,7.138866999945524,0.8241754429663494,9.228180290104513,5.123963979403259,4.879767018891217,-3.611918412977808,3.292126286607793,-2.234926444520231,0.7323678937132266,1.547562508716013,0.3220834991691132,3.1822118404966093,2.2375130962503307,4.663439094112067,3.730501128804756,5.384495062789089,3.744787086052232,5.973809611869261,4.429625613473161,1.24,0.01,1.2765957446808511
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-30-22,ArF LA-ICPMS,,1888.2,782.5730081,6.063785208687608,2.681021528714291,7.029972911706386,0.9001613499442714,9.21632244365373,5.3981627015177525,5.204006687076795,-4.990832666800076,3.505557396986398,-2.2537949288246137,0.8372475245337022,1.4816045409242156,0.23111172096338664,3.109060958860994,2.0149030205422647,4.523960130562548,3.6000482404073204,5.198497031265826,3.6270040503958487,5.877735781779639,4.276666119016055,1.24,0.01,1.2142857142857142
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-30-24,ArF LA-ICPMS,,1878.8,765.5648751,5.8289456176102075,2.509599262378372,7.352441100243583,0.8020015854720274,9.14633504200027,5.236441962829949,4.882801922586371,-4.439655747510518,3.3105430133940246,-1.4696759700589417,1.1631508098056809,2.0014800002101243,0.6931471805599453,3.597312260588446,2.4069451083182885,4.955827057601261,3.933784497209659,5.5093883366279774,3.914021008090819,6.09807428216624,4.513054897080286,1.24,0.01,1.4242424242424243
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-30-25,ArF LA-ICPMS,,1867,773.9943584,6.152732694704104,2.5952547069568657,6.993932975223189,0.7839015438284094,9.302919553269277,4.8283137373023015,4.787491742782046,-5.626821433520073,3.152736022363656,-2.419118909249997,0.3576744442718159,1.3862943611198906,-0.09431067947124129,3.0587070727153796,2.0554049638515948,4.55597994179732,3.6506582412937387,5.214935757608986,3.681351187693145,5.908082938168931,4.324132656254979,1.24,0.01,1.0416666666666667
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-30-26,ArF LA-ICPMS,,1877.6,751.2446493,5.886104031450156,2.3608540011180215,7.473069088032197,0.8544153281560676,9.258177701390343,5.616771097666572,5.241747015059643,-3.816712825623821,3.580737295494233,-1.258781040820931,1.6034198401085373,1.9878743481543455,0.6471032420585384,3.5467396869528134,2.517696472610991,5.099866427824199,4.044804116661965,5.66988092298052,4.04305126783455,6.285998094508865,4.686750172980514,1.24,0.01,1.4550264550264551
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-30-27,ArF LA-ICPMS,,1882,789.296299,6.345636360828596,2.747270914255491,7.326465613840322,0.7419373447293773,9.332558004700433,5.278114659230517,4.976733742420574,-4.135166556742356,3.269568939183719,-1.410587053688935,1.3862943611198906,1.9878743481543455,0.5481214085096876,3.407841924380824,2.3978952727983707,4.969813299576001,3.9646154555473165,5.501258210544727,3.8958936234982624,6.169610732491456,4.564348191467836,1.24,0.01,1.3517241379310345
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-30-28,ArF LA-ICPMS,,1883.7,778.3581337,5.924255797414532,2.6390573296152584,7.286191714702382,1.355835153635182,9.277999020449997,5.5134287461649825,5.41610040220442,-4.290359446148058,3.6000482404073204,-1.9589953886039688,0.8197798314933114,1.7047480922384253,0.26236426446749106,3.3603753871419,2.2300144001592104,4.804021044733257,3.8958936234982624,5.541263545158426,3.960813169597578,6.19644412779452,4.658710952916121,1.24,0.01,1.1022222222222222
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-30-29,ArF LA-ICPMS,,1892.2,778.3581337,5.886104031450156,2.6390573296152584,7.402451520818244,1.1249295969854831,9.155884186180124,5.41610040220442,5.1298987149230735,-3.4420193761824103,3.462606009790799,-1.2447947988461912,1.1939224684724346,2.0149030205422647,0.7030975114131134,3.6136169696133895,2.451005098112319,5.0238805208462765,4.034240638152395,5.645446897643238,4.012772908528289,6.208590026096629,4.638604962074329,1.24,0.01,1.331360946745562
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-30-30,ArF LA-ICPMS,,1889.6,754.7736939,6.234410725718371,2.3978952727983707,7.352441100243583,0.6931471805599453,9.287301413112312,5.389071729816501,5.081404364984463,-4.268697949366879,3.462606009790799,-1.439695137847006,1.2237754316221157,1.9459101490553132,0.6259384308664954,3.5234150143864045,2.388762789235098,4.882801922586371,3.9357395320454622,5.53338948872752,3.9080149840306073,6.137727054086234,4.56954300834494,1.24,0.01,1.360248447204969
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-32_1,ArF LA-ICPMS,,1887.7,732.4756571,5.799092654460526,1.8718021769015913,7.396335293800808,0.7275486072772777,9.244741798693514,5.572154032177765,5.308267697401205,-1.3862943611198906,3.742420221041966,-1.5511690043101247,1.7404661748405046,2.0149030205422647,0.8241754429663494,3.7013019741124933,2.5649493574615367,4.976733742420574,3.9396381724611196,5.521460917862246,3.9318256327243257,6.161207321695077,4.545420181582317,1.24,0.01,1.301980198019802
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-32_2,ArF LA-ICPMS,,1883.1,759.8762782,5.966146739123692,2.163323025660538,7.186901020411631,0.7227059828014898,9.207335862955883,4.9473404437239425,4.7561730595246186,-4.509860006183766,3.339321977944068,-1.575036485716768,1.2556160374777743,1.7047480922384253,0.7793248768009977,3.3357695763397,2.309560706730471,4.715816706075155,3.716008121502189,5.332718793265369,3.7495040759303713,5.958424693029782,4.312140507209715,1.24,0.01,1.2106620808254516
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-32_3,ArF LA-ICPMS,,1888.8,800.9662674,6.1092475827643655,2.5726122302071057,7.371489295214277,1.1474024528375417,8.941152882160566,5.762051382780177,5.351858133476067,-0.4462871026284195,3.763522997109702,-0.4155154439616658,1.8082887711792655,2.1400661634962708,1.0296194171811581,3.572345637857985,2.5494451709255714,4.976733742420574,3.966511190712216,5.517452896464707,3.885679030088544,6.1092475827643655,4.532599493153256,1.24,0.01,1.5071090047393365
"Haib plutonic rocks, Namibia","Meng et al., 2021",1.24,0.01,HB-32_4,ArF LA-ICPMS,,1888,784.8543756,5.634789603169249,2.4159137783010487,7.038783541388542,1.33500106673234,9.142061531222888,4.976733742420574,5.049856007249537,-4.199705077879927,3.4965075614664802,-2.333044300478754,0.712949807856125,1.235471471385307,0.20701416938432612,3.054001181677967,2.0028304393079956,4.48863636973214,3.6027767550605247,5.176149732573829,3.673765816303888,5.929589143389895,4.298645025734831,1.24,0.01,0.9294871794871795
