Locality,References,log fO2 (dFMQ),log fO2 (dFMQ)_1std,Analysis,Method,Remarks 1,U-Pb Age,Ti-in-zirc Temp C,P,Ti,Fe,Sr,Sc,Y,Nb,Hf,Ta,Pb,Th,U,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S23.2DZ,SHRIMP-RG,Interior,,,2214,3.8,1.5,,209,6266,15.1,11083,,,2884,3371,0.053,58.9,,2.4,9.05,0.715,122,291,54.1,704,1433,321,2718,482
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S23.3C,SHRIMP-RG,Core,,,249,5.6,0.3,,93,1324,2.3,9773,,,129,218,0.026,10.6,,0.9,2.54,0.617,26,53,9.7,119,261,61,524,105
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S24.1R,SHRIMP-RG,Rim,,,372,8.9,0.4,,119,1002,2.7,9690,,,197,279,0.006,13.3,,0.6,1.51,0.647,18,40,6.9,89,196,43,374,71
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-24.2,SHRIMP-RG,Core,0.04,,2032,10.2,1,,351,6602,20.2,8578.8,,,2422,2173,0.1,102.5,,4.5,12.6,2.472,129.4,245.9,46.5,579,1182,267.7,2348,441
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-24.3,SHRIMP-RG,Rim,,,268,7.9,0.8,,112,1754,1.9,8658,,,131,168,,10.4,,1.7,4.28,1.644,40.8,70.2,14.3,167,317,66.7,564,106
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S26.1R,SHRIMP-RG,Rim,,,299,7.4,0.4,,93,796,2,9829,,,128,223,0.003,10.1,,0.4,1.23,0.517,14,32,5.6,75,159,37,324,63
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S26.2DC,SHRIMP-RG,Core,,,1191,6.4,0.7,,210,4618,29.5,11931,,,3637,2987,0.032,121.5,,2.6,8.48,1.001,100,193,38.7,477,904,190,1566,283
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-26.3,SHRIMP-RG,Rim,,,497,5.7,1.1,,107,722,2.2,9392.5,,,45,104,,5.6,,0.3,0.9,0.312,11.2,27.3,4.6,60,140,33,300,61
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S27.1R,SHRIMP-RG,Rim,,,232,7.1,0.4,,111,1461,1.1,9338,,,106,146,0.028,9,,1.6,4.05,1.499,36,63,13.3,156,279,61,500,95
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-27.3,SHRIMP-RG,Rim,,,261,7.4,0.7,,92,713,2.3,9334.5,,,98,159,,8.1,,0.4,1.04,0.446,12.5,28.4,4.7,63,139,31.6,274,54
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S28.1W,SHRIMP-RG,Interior,,,299,7,0.3,,137,1034,3.4,9757,,,94,204,0.014,11.1,,0.3,1.4,0.524,16,42,6.7,91,213,50,462,93
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S29.1C,SHRIMP-RG,Core,,,552,11.6,0.4,,250,1702,4.4,8478,,,141,244,0.006,15.1,,0.7,2.25,0.866,26,67,10.9,145,339,75,638,125
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S29.2R,SHRIMP-RG,Rim,,,431,12.5,0.5,,176,1417,3.1,8550,,,392,352,0.034,18,,0.8,2.5,1.028,26,59,10.8,136,272,57,482,90
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S30.1W,SHRIMP-RG,Interior,,,278,9,4.9,,131,1430,2.9,9477,,,117,170,0.118,11.1,,1.2,3.01,1.068,31,59,11.3,136,287,63,540,107
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S31.1C,SHRIMP-RG,Core,0.15,,466,3.9,0.9,,76,730,1.4,10460,,,73,180,0.034,6.3,,0.2,0.86,0.257,12,29,4.9,66,159,39,354,72
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S31.2R,SHRIMP-RG,Rim,,,427,4.8,0.3,,68,1380,6.1,11154,,,733,619,0.017,26.3,,0.6,2.42,0.505,28,60,10.5,136,283,62,532,104
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-32.2,SHRIMP-RG,Interior,0.07,,270,9.1,0.7,,100,704,1.9,9173.7,,,84,148,,8.8,,0.4,1.22,0.481,12.3,27.5,4.8,62,134,30.2,265,52
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S32.1SZR,SHRIMP-RG,Rim SZ,,,322,10.2,0.3,,155,2241,2.2,8363,,,174,209,0.023,10.8,,2.4,5.33,2.31,57,97,20.8,249,433,90,724,137
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S32.2SZR,SHRIMP-RG,Rim SZ,,,514,7.6,0.6,,149,862,1.2,8410,,,56,114,0.006,6.3,,0.3,1.26,0.538,16,35,6.5,80,172,38,330,68
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S33.1R,SHRIMP-RG,Rim,,,282,8.4,0.3,,96,767,1.7,9281,,,127,208,0.017,10.4,,0.4,1.27,0.519,13,32,5.7,71,152,35,300,61
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S34.1R,SHRIMP-RG,Rim,,,286,6,0.3,,90,875,3.7,10433,,,192,245,0.02,14.2,,0.4,1.49,0.385,16,36,6.2,82,163,36,315,61
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S34.2i,SHRIMP-RG,Interior,,,661,6.4,0.4,,156,2223,8.8,11117,,,896,959,0.009,36.6,,1,2.99,0.645,39,88,15.4,207,443,96,844,164
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S34.3DC,SHRIMP-RG,Core,0.03,,2605,6.3,0.7,,335,11199,23.4,10480,,,3489,2707,0.087,181.6,,13.1,28.28,3.509,266,430,91.3,1062,1907,396,3261,581
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S35.1C,SHRIMP-RG,Core,,,705,7.7,0.7,,132,3510,5.8,10380,,,628,614,0.046,40.8,,4.7,10.61,3.166,94,153,32.6,363,653,141,1152,210
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S35.2R,SHRIMP-RG,Rim,,,305,6.3,0.4,,86,814,1.7,10213,,,143,240,0.014,10.9,,0.4,1.29,0.453,14,33,5.9,73,165,37,317,63
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S36.1R,SHRIMP-RG,Rim,,,328,9.6,0.3,,181,2175,3.1,8607,,,158,208,0.053,12.2,,2.3,5.16,2.344,56,92,19.6,229,420,88,706,133
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S37.1R,SHRIMP-RG,Rim,,,373,7,0.5,,125,1448,5.8,10514,,,316,432,0.056,22.2,,0.5,1.85,0.512,25,61,9.8,130,277,66,572,115
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S38.1C,SHRIMP-RG,Core,,,1164,5.6,0.5,,193,3325,6.7,9919,,,730,812,0.038,39.6,,2.3,6.37,1.413,68,138,26.1,325,655,148,1236,232
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S38.2R,SHRIMP-RG,Rim,,,271,7.4,0.4,,107,1691,1.7,9280,,,128,178,0.022,9.4,,1.8,4.2,1.675,42,71,15.3,180,325,71,574,108
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S39.1R,SHRIMP-RG,Rim,0.03,,357,7,0.4,,103,941,2.3,9893,,,186,274,0.025,11.8,,0.5,1.39,0.528,17,37,6.3,82,181,41,350,66
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S40.1I,SHRIMP-RG,Interior,0.04,,780,7.5,0.4,,159,2672,12.1,10561,,,1806,1400,0.017,56.4,,1.5,4.34,0.862,54,106,21.2,263,492,110,945,179
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S41.1I,SHRIMP-RG,Interior,0.05,,580,5.4,0.4,,108,1608,5.6,11404,,,643,752,0.017,28,,0.8,2.35,0.436,26,61,11.4,145,306,68,590,113
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-41.3,SHRIMP-RG,Interior,0.04,,786,6.7,0.7,,151,2579,11,10396.4,,,1413,1302,,49.3,,1.3,4.29,0.777,51.4,99.7,19.3,237,464,102.4,901,169
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-41.4,SHRIMP-RG,Interior,0.05,,517,4.5,0.6,,107,1575,6,11081,,,363,554,,26.1,,0.8,2.18,0.413,26.9,60.6,10.4,137,292,64.9,591,112
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S42.2C,SHRIMP-RG,Core,,,1258,9.2,0.4,,119,8674,16.9,7567,,,1901,1430,0.111,137.4,,14,28.06,8.335,213,336,71,818,1570,342,2838,513
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S43.2I,SHRIMP-RG,Interior,0.18,,821,8,1.9,,185,2838,13.3,10560,,,1438,1380,0.095,53.3,,1.4,4.45,0.747,51,110,20.4,255,526,119,1060,197
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S43.3R,SHRIMP-RG,Rim,0.04,,300,6.4,0.5,,94,843,2.9,10245,,,134,217,0.018,11,,0.4,1.37,0.435,15,33,5.8,75,163,36,326,63
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S44.1R,SHRIMP-RG,Rim,,,308,10,0.5,,116,815,1.7,9151,,,110,178,0.009,9.3,,0.5,1.54,0.615,16,33,5.9,77,167,36,307,60
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S45.1R,SHRIMP-RG,Rim,,,305,7.4,0.4,,95,958,2.6,9926,,,217,290,0.025,14.3,,0.5,1.5,0.512,17,39,7.3,91,196,45,386,75
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S45.2C,SHRIMP-RG,Core,,,1700,4.9,0.6,,236,3437,7.4,10124,,,848,1102,0.018,36.5,,1.2,4.59,0.766,57,136,24.1,317,696,156,1393,267
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S46.1R,SHRIMP-RG,Rim,,,479,14.4,0.5,,214,1729,5.3,8512,,,302,305,0.021,21.2,,0.9,3.18,1.479,37,72,14.6,174,331,70,572,108
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-47.1,SHRIMP-RG,Rim,,,501,6.2,0.9,,115,756,1.8,9319.3,,,48,116,,6,,0.2,1.02,0.33,12.5,30.2,4.8,65,150,35.3,325,64
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-47.2,SHRIMP-RG,Rim,,,323,8.4,0.9,,120,979,4,9418.3,,,130,223,,12,,0.4,1.5,0.522,16.2,37.5,6.1,83,184,41.5,373,73
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-48.2,SHRIMP-RG,Rim,0.02,,219,6.8,0.8,,83,606,2.2,9690.4,,,65,119,,6.8,,0.3,0.8,0.33,10.1,22.8,4.1,54,117,26.1,228,45
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-48.3,SHRIMP-RG,Interior,0.07,,385,12.7,0.9,,235,2157,4.3,8485,,,194,252,,15.2,,1.6,4.72,1.819,49,90.4,17.9,221,417,92.2,770,145
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-49.1,SHRIMP-RG,Core,0.08,,220,2.5,0.7,,53,649,3.6,11794.8,,,42,125,,6.1,,0.1,0.75,0.126,9.4,23.8,3.7,50,114,25.7,224,44
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-49.2,SHRIMP-RG,Interior,0.04,,292,6.2,0.8,,84,782,2.2,10171.3,,,119,220,,10.1,,0.4,1.19,0.426,14.8,29.9,5.2,71,150,34.5,305,58
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-50.1,SHRIMP-RG,Interior,0.05,,250,5,0.7,,84,1193,3.5,10019.9,,,104,205,,10.9,,0.6,1.95,0.451,21.7,47.6,8.5,106,233,52.9,457,91
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-51.1,SHRIMP-RG,Interior,0.04,,274,6.3,0.7,,67,699,2.8,10674.6,,,125,212,,11.3,,0.3,0.68,0.198,10.4,24.2,4.1,55,122,29.4,264,54
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-52.1,SHRIMP-RG,Rim,0.02,,466,6.8,0.7,,132,856,2.4,9033.8,,,50,115,,6.6,,0.2,1.03,0.456,13.8,33.4,5.6,74,164,38.4,336,67
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-52.2,SHRIMP-RG,Rim,0.02,,313,6.8,0.7,,109,2052,3.6,9227.8,,,178,234,,12,,2.2,5,1.75,47.9,83.4,16.6,200,377,82.1,684,128
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-53.1,SHRIMP-RG,Interior,0.07,,390,4.6,0.9,,90,1065,3.9,10267.6,,,83,207,,10.2,,0.4,1.33,0.366,16.5,41,6.4,88,206,49,435,86
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-54.1,SHRIMP-RG,Rim,0.04,,541,5.9,0.9,,100,797,1.7,9226.3,,,65,131,,6.7,,0.3,0.94,0.347,12.6,30.2,5.2,69,154,36.3,334,68
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-55.1,SHRIMP-RG,Interior,0.11,,427,4.8,1.1,,112,2384,3.3,10747.1,,,219,280,,24,,1.5,5.11,1.142,56.3,96.3,19.7,237,432,89.7,731,132
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-56.2,SHRIMP-RG,Rim,,,282,6.5,0.6,,86,783,2.7,9662.9,,,106,197,,9.9,,0.4,1.19,0.473,13.1,30.4,5.2,68,151,34.8,314,62
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-57.1,SHRIMP-RG,Interior,,,524,3.1,1,,81,772,2.2,11125.6,,,70,200,,6.7,,0.2,0.81,0.137,10.4,28.5,4.6,59,148,36.5,349,72
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-57.2,SHRIMP-RG,Interior,0.04,,372,3.5,0.8,,85,1129,5.5,11314.5,,,244,449,,20,,0.5,1.52,0.267,18.7,43.7,7.3,97,221,52.2,464,91
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-59.1,SHRIMP-RG,Interior,0.04,,329,7.4,0.8,,119,1335,3.3,9439.6,,,160,243,,13.8,,1,2.43,0.826,24.7,51.4,9.4,119,257,58.1,514,99
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-60.1,SHRIMP-RG,Interior,,,364,5.5,1,,99,904,3.4,9427.7,,,67,159,,7.6,,0.3,1.16,0.306,14,32.6,5.5,74,170,40.5,378,75
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-61.1,SHRIMP-RG,Interior,,,173,2.4,1,,28,325,2.2,12783.5,,,31,100,,5.4,,0.1,0.35,0.063,3.8,11.7,1.7,24,62,15.3,150,31
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-62.1,SHRIMP-RG,Interior,0.03,,364,5.9,0.7,,104,1986,2.6,9217.8,,,202,264,,15.4,,1.9,4.99,1.131,41.1,68.8,14.4,169,315,70.1,612,118
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-63.1,SHRIMP-RG,Interior,0.04,,300,7.1,0.7,,124,1160,3.8,9666.7,,,100,199,,11.8,,0.4,1.28,0.499,17.1,44.6,7.2,99,228,52.9,488,98
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-64.1,SHRIMP-RG,Core,0.04,,880,5.3,0.9,,153,2941,14.9,11118,,,1517,1472,,56.3,,1.3,5.31,0.745,58.5,114.1,22,275,556,123.2,1077,197
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-64.2,SHRIMP-RG,Rim,,,346,6.2,0.8,,141,1093,4.7,9779.5,,,116,203,0.1,12.2,,0.4,1.38,0.415,18,43.9,7.4,101,226,50.6,474,92
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-65.1,SHRIMP-RG,Interior,0.14,,369,7.9,1,,140,1534,4.5,9132,,,166,263,,13.3,,1,2.47,0.794,29.1,60.1,10.7,138,287,66.7,615,118
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-66.1,SHRIMP-RG,Rim,,,357,9.2,1,,184,1693,4.3,9092.7,,,120,220,,12,,1,2.76,1.176,31.5,68,11.8,154,339,76.7,656,129
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-66.2,SHRIMP-RG,Interior,0.03,,317,9.1,1.2,,119,1582,2.4,8933.2,,,146,200,,12,,1.4,3.35,1.205,32.7,62.6,12,142,288,63.3,533,103
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-66.3,SHRIMP-RG,Rim,,,360,10,1.1,,230,1402,5.4,8711.4,,,88,195,,12.1,,0.6,1.67,0.674,19.4,51.9,8.7,115,271,63.2,565,115
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-67.1,SHRIMP-RG,Interior,0.06,,718,4.5,1.8,,86,1056,2.5,10451.7,,,93,206,0.1,8.5,,0.4,1.51,0.337,16.4,40.8,6.8,96,215,50.7,466,91
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-68.1,SHRIMP-RG,Rim,,,464,5.6,1.4,,101,675,2,8720.4,,,37,90,,5.3,,0.3,0.93,0.298,9.8,24.6,4.3,57,127,29.9,293,53
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-68.2,SHRIMP-RG,Interior,0.03,,794,10.2,2,,170,2690,10.6,10626.8,,,1019,993,,50.9,,1.6,4.64,1.137,53.7,103.6,21.3,260,508,115.8,1030,204
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-68.3,SHRIMP-RG,Rim,,,339,8,1.4,,101,883,4.1,9794.5,,,130,213,,11.4,,0.6,1.36,0.54,16.3,34.3,6.4,85,179,40.5,355,67
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-69.1,SHRIMP-RG,Rim,,,337,7.5,1.9,,96,885,2.3,9514.3,,,115,201,,11.1,,0.4,1.21,0.46,14.9,34.2,6.1,79,168,39.2,346,65
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-69.3,SHRIMP-RG,Rim,,,448,8.3,3.9,,133,832,3.6,9412.2,,,49,112,0.1,6.7,,0.4,1.04,0.417,12.7,30.9,4.9,73,159,38.8,342,68
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-70.1,SHRIMP-RG,Rim,,,260,5.7,1.9,,87,752,2.7,9863.7,,,84,162,6.2,15.5,,1.2,1.34,0.473,14.3,31.5,5.4,70,148,35,319,59
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-70.2,SHRIMP-RG,Core,0.1,,404,3.9,0.7,,85,1264,5.3,11292,,,238,390,,20.1,,0.5,1.72,0.346,19.9,46.6,8,104,224,50.8,466,90
"Oruanui rhyolite, New Zealand","Barker et al, 2014",0.77,0.1,P1634S-70.3,SHRIMP-RG,Rim,,,305,5.7,0.7,,86,1764,1.9,10085.7,,,211,271,,14.9,,1.7,4.13,1.111,39.1,71.1,14.1,170,334,72.8,630,118
"Pinatubo adakitic dacite pumice, Philippines","Lu et al., 2016",2.44,0.3,PIN1_C_1,ArF LA-ICPMS,,,,129,6,,,,544,1.33,9660,,0.03,40.3,76.4,0.008,6.34,0.027,0.45,1.26,0.63,7.7,2.81,38.4,16.2,90.1,21.3,221,55.2
"Pinatubo adakitic dacite pumice, Philippines","Lu et al., 2016",2.44,0.3,PIN1_C_3,ArF LA-ICPMS,,,,295,4.9,,,,683,1.95,10750,,0.066,152.2,242.7,0.099,12.53,0.072,1.07,1.32,0.73,9.3,3.36,46.4,19.6,112.8,27.6,300,78
"Pinatubo adakitic dacite pumice, Philippines","Lu et al., 2016",2.44,0.3,PIN1_C_4,ArF LA-ICPMS,,0.06,,185,7.4,,,,791,2.1,10710,,,193,246,0.008,17,0.035,0.43,1.35,0.95,9.8,3.92,52.5,22.7,135,32.2,347,88.4
"Pinatubo adakitic dacite pumice, Philippines","Lu et al., 2016",2.44,0.3,PIN1_C_5,ArF LA-ICPMS,,,,296,3.2,,,,818,2,11190,,0.024,140.4,222.2,0.012,13.11,0.069,1.04,2.03,0.91,12.8,4.21,57,23.64,133.7,31.6,338.4,86.5
"Pinatubo adakitic dacite pumice, Philippines","Lu et al., 2016",2.44,0.3,PIN1_C_6,ArF LA-ICPMS,,,,261,5.3,,,,566,1.58,11160,,0.015,110.3,207.1,0.027,10.24,0.049,0.69,0.85,0.57,7.7,2.8,38.2,16.52,93.7,23.16,253,67.5
"Pinatubo adakitic dacite pumice, Philippines","Lu et al., 2016",2.44,0.3,PIN1_C_8,ArF LA-ICPMS,,0,,386,9.5,,,,927,2.28,8170,,,148.5,209.4,0.025,10.95,0.07,0.84,2.09,1.25,13.2,4.85,67.7,27.85,148.3,33.5,341,83.5
"Pinatubo adakitic dacite pumice, Philippines","Lu et al., 2016",2.44,0.3,PIN1_C_9,ArF LA-ICPMS,,0.18,,275,7.7,,,,859,2.12,10310,,,200,309,0.057,14.9,0.08,1.36,2.34,1.12,13.6,4.18,59.4,25,139.7,32.3,359,95.6
"Pinatubo adakitic dacite pumice, Philippines","Lu et al., 2016",2.44,0.3,PIN1_C_10,ArF LA-ICPMS,,,,225,5.9,,,,910,2.26,11490,,0.009,254,286,0.063,19.3,0.071,0.9,2.55,1.06,17.3,5.47,71.1,28.1,147,33.4,346,85.7
"Pinatubo adakitic dacite pumice, Philippines","Lu et al., 2016",2.44,0.3,PIN1_C_11,ArF LA-ICPMS,,0.07,,276,2.3,,,,1116,2.59,10360,,0.003,246.7,325.6,,20.92,0.069,1.03,2.16,1.29,16.1,5.91,75.1,32.9,185,42.6,448,112.1
"Pinatubo adakitic dacite pumice, Philippines","Lu et al., 2016",2.44,0.3,PIN1_C_12,ArF LA-ICPMS,,0.35,,261,3.1,,,,1025,1.88,10280,,,244,307,0.018,17.07,0.13,2,3.51,1.76,20.3,6,80.1,31.6,160.6,37.5,387,94.2
"Pinatubo adakitic dacite pumice, Philippines","Lu et al., 2016",2.44,0.3,PIN1_C_13,ArF LA-ICPMS,,,,354,5.9,,,,1234,3.83,11160,,,535,542,0.019,33.3,0.073,0.82,2.78,1.51,20.8,7.18,90.3,36.6,194.1,44.6,467,112.8
"Pinatubo adakitic dacite pumice, Philippines","Lu et al., 2016",2.44,0.3,PIN1_C_14,ArF LA-ICPMS,,,,233,3.7,,,,601,1.93,11280,,0.023,88.2,190.7,,10.22,0.014,0.44,0.99,0.52,7.5,2.85,39.2,17,99,24.59,273.6,72.1
"Pinatubo adakitic dacite pumice, Philippines","Lu et al., 2016",2.44,0.3,PIN1_C_15,ArF LA-ICPMS,,0.55,,1060,6.7,,,,493,1.93,11700,,0.011,104.1,184.4,2.7,18.8,0.85,3.4,1.18,0.53,6.79,2.33,33.1,14.09,80.8,20.3,210,54.1
"Pinatubo adakitic dacite pumice, Philippines","Lu et al., 2016",2.44,0.3,PIN1_C_16,ArF LA-ICPMS,,,,171,4.1,,,,720,1.85,11840,,,127.1,212.8,0.0009,13.55,0.058,0.81,1.74,0.8,11.4,3.76,51,21.9,115.4,27.4,294.2,73.2
"Pinatubo adakitic dacite pumice, Philippines","Lu et al., 2016",2.44,0.3,PIN1_C_17,ArF LA-ICPMS,,0.07,,241,3.6,,,,964,2.31,11780,,,239,311,0.056,21.2,0.101,1.61,3.02,1.02,16.7,5.51,69.3,28.3,151.6,35.3,374,92.1
"Pinatubo adakitic dacite pumice, Philippines","Lu et al., 2016",2.44,0.3,PIN1_C_18,ArF LA-ICPMS,,0.32,,266,2.9,,,,962,3.02,11810,,0.012,199,308,0.017,20.5,0.029,0.72,1.36,0.77,12.6,5.18,66.7,28.1,159,37.1,392,96.5
"Pinatubo adakitic dacite pumice, Philippines","Lu et al., 2016",2.44,0.3,PIN1_C_19,ArF LA-ICPMS,,0.98,,363,5.5,,,,1534,2.83,8880,,0.005,50.2,91.3,0.009,11.02,0.074,1.36,3.54,1.38,23,8.35,113.2,49.7,268,59.3,562,125.5
"Pinatubo adakitic dacite pumice, Philippines","Lu et al., 2016",2.44,0.3,PIN1_C_20,ArF LA-ICPMS,,,,183,4.7,,,,753,2.4,11140,,,140.2,235.9,0.019,15.52,0.037,0.45,1.59,0.75,10.8,3.96,51.5,22.31,123.2,30,315.8,82.3
"Pinatubo adakitic dacite pumice, Philippines","Lu et al., 2016",2.44,0.3,PIN1_C_21,ArF LA-ICPMS,,0.16,,248,3.1,,,,833,2.01,11570,,0.003,173,264,0.075,15.1,0.082,1.52,2.17,1.02,14.8,4.72,61.9,24.1,134,31,335,84.3
"Pinatubo adakitic dacite pumice, Philippines","Lu et al., 2016",2.44,0.3,PIN1_C_23,ArF LA-ICPMS,,0.1,,233,5,,,,658,2.03,11460,,0.041,149,230,0.096,13.2,0.082,0.74,0.93,0.55,8.9,3.2,42.7,19.6,108.8,26.9,290,75.1
"Pinatubo adakitic dacite pumice, Philippines","Lu et al., 2016",2.44,0.3,PIN1_C_24,ArF LA-ICPMS,,0.12,,73,2,,,,244.8,1.32,12420,,0.013,30.8,86.1,0.005,5.44,0.0084,,0.46,0.3,2.87,1.24,17.2,7.26,39.7,10.37,112.6,29.9
"Pinatubo adakitic dacite pumice, Philippines","Lu et al., 2016",2.44,0.3,PIN1_C_25,ArF LA-ICPMS,,,,162,3.5,,,,660,2.32,11500,,0.042,113.6,202.7,0.02,15.68,0.023,0.46,1.51,0.45,8.01,3.21,45.4,19.07,108.2,26.04,278.7,72.8
"Pinatubo adakitic dacite pumice, Philippines","Lu et al., 2016",2.44,0.3,PIN1_R_3,ArF LA-ICPMS,,0.02,,218,3.3,,,,785,2.66,10710,,0.031,373,424,0.006,19.83,0.046,0.6,1.87,0.95,13,3.98,55.2,23.1,128,29.4,316,80
"Pinatubo adakitic dacite pumice, Philippines","Lu et al., 2016",2.44,0.3,PIN1_R_5,ArF LA-ICPMS,,,,181,4.8,,,,674,2.69,11660,,0.026,123.4,238.5,0.026,15.79,0.038,0.37,0.87,0.39,8.2,2.94,44.2,20.2,113.2,27.5,303.7,75.7
